2018-05-09 01:27:03,1,r/funny,0,2018-05-09 01:54:16,0,3,352,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 02:10:16,1,3,132,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 03:32:39,2,1,123,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 03:52:02,3,0,42,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:08:28,2,1,5,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:26:27,3,2,3,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:32:29,4,0,1,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:34:50,4,0,1,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:12:54,2,1,4,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:17:00,3,1,11,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:30:04,4,0,1,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:20:28,1,1,20,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:26:10,2,2,6,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:32:29,3,0,1,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 04:34:45,3,0,1,0
2018-05-09 01:27:03,1,r/funny,0,2018-05-09 03:38:26,1,0,3,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 01:45:04,0,15,1776,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 02:42:20,1,2,867,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:12:23,2,1,368,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:53:31,3,6,76,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:04:09,4,3,56,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:05:58,5,1,37,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:26:24,6,3,3,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:28:16,7,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:30:17,7,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:32:13,7,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:06:31,5,1,4,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:25:02,6,1,2,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:28:27,7,0,2,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:06:08,5,1,-1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:08:24,6,0,4,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:10:34,4,1,10,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:13:28,5,0,4,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:18:44,4,0,3,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:03:49,4,1,8,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:14:32,5,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:33:38,4,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:34:37,4,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:26:58,2,0,3,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 02:14:31,1,4,71,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:01:45,2,0,36,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:31:01,2,2,20,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:51:57,3,5,27,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:00:36,4,1,16,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:04:29,5,0,7,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:59:47,4,0,5,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:03:43,4,0,3,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:09:05,4,0,3,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:09:14,4,0,2,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:12:42,3,1,10,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:34:03,4,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:11:12,2,0,2,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:17:00,2,0,2,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:10:38,1,1,11,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:38:02,2,1,8,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:17:16,3,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:46:53,1,1,8,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:18:13,2,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:49:03,1,1,7,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:19:16,2,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:06:07,1,0,7,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:08:09,1,0,3,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 02:01:43,1,0,5,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:16:23,1,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:17:16,1,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:30:58,1,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 04:31:53,1,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 02:24:00,1,1,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 03:09:03,2,0,1,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 02:18:36,1,0,-4,0
2018-05-09 01:27:03,1,r/funny,1,2018-05-09 02:06:45,1,0,-3,0
2018-05-09 01:27:03,1,r/funny,2,2018-05-09 02:16:06,0,2,470,0
2018-05-09 01:27:03,1,r/funny,2,2018-05-09 02:21:57,1,1,74,0
2018-05-09 01:27:03,1,r/funny,2,2018-05-09 02:50:41,2,0,32,0
2018-05-09 01:27:03,1,r/funny,2,2018-05-09 04:14:20,1,0,5,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 02:10:40,0,3,187,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 03:28:57,1,1,39,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 03:34:25,2,2,8,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 03:38:16,3,2,10,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 04:22:00,4,0,2,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 04:11:28,4,0,1,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 03:53:18,3,1,6,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 04:07:21,4,0,0,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 04:01:43,1,1,10,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 04:04:19,2,0,-4,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 04:20:21,1,1,2,0
2018-05-09 01:27:03,1,r/funny,3,2018-05-09 04:25:42,2,0,3,0
2018-05-09 01:27:03,1,r/funny,4,2018-05-09 03:23:33,0,3,134,0
2018-05-09 01:27:03,1,r/funny,4,2018-05-09 03:55:58,1,2,40,0
2018-05-09 01:27:03,1,r/funny,4,2018-05-09 03:59:26,2,1,31,0
2018-05-09 01:27:03,1,r/funny,4,2018-05-09 04:33:59,3,0,1,0
2018-05-09 01:27:03,1,r/funny,4,2018-05-09 04:08:13,2,0,10,0
2018-05-09 01:27:03,1,r/funny,4,2018-05-09 03:49:27,1,0,19,0
2018-05-09 01:27:03,1,r/funny,4,2018-05-09 04:13:14,1,0,7,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 02:08:48,0,4,44,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 03:23:43,1,2,35,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 03:36:12,2,1,16,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 03:49:45,3,0,15,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 04:05:12,2,0,6,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 03:58:45,1,0,15,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 03:49:49,1,2,8,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 04:00:11,2,0,10,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 04:00:29,2,0,7,0
2018-05-09 01:27:03,1,r/funny,5,2018-05-09 04:25:34,1,0,3,0
2018-05-09 01:27:03,1,r/funny,6,2018-05-09 01:41:58,0,0,22,0
2018-05-09 01:27:03,1,r/funny,7,2018-05-09 02:17:58,0,2,16,0
2018-05-09 01:27:03,1,r/funny,7,2018-05-09 02:42:55,1,0,9,0
2018-05-09 01:27:03,1,r/funny,7,2018-05-09 04:20:04,1,0,2,0
2018-05-09 01:27:03,1,r/funny,8,2018-05-09 02:57:28,0,1,12,0
2018-05-09 01:27:03,1,r/funny,8,2018-05-09 04:22:31,1,0,1,0
2018-05-09 01:27:03,1,r/funny,9,2018-05-09 01:43:46,0,4,21,0
2018-05-09 01:27:03,1,r/funny,9,2018-05-09 03:27:51,1,2,27,0
2018-05-09 01:27:03,1,r/funny,9,2018-05-09 03:42:35,2,0,4,0
2018-05-09 01:27:03,1,r/funny,9,2018-05-09 03:45:51,2,0,1,0
2018-05-09 01:27:03,1,r/funny,9,2018-05-09 02:29:07,1,0,3,0
2018-05-09 01:27:03,1,r/funny,9,2018-05-09 03:28:20,1,0,2,0
2018-05-09 01:27:03,1,r/funny,9,2018-05-09 02:15:26,1,0,0,0
2018-05-09 01:27:03,1,r/funny,10,2018-05-09 02:21:24,0,0,6,0
2018-05-09 01:27:03,1,r/funny,11,2018-05-09 02:44:39,0,0,3,0
2018-05-09 01:27:03,1,r/funny,12,2018-05-09 02:40:12,0,0,6,0
2018-05-09 01:27:03,1,r/funny,13,2018-05-09 02:49:09,0,1,3,0
2018-05-09 01:27:03,1,r/funny,13,2018-05-09 03:49:38,1,0,10,0
2018-05-09 01:27:03,1,r/funny,14,2018-05-09 02:49:14,0,0,3,0
2018-05-09 01:27:03,1,r/funny,15,2018-05-09 04:24:21,0,0,3,0
2018-05-09 01:27:03,1,r/funny,16,2018-05-09 02:10:40,0,0,1,0
